seg,stationid,lat,lon,chla_ugl,salinity_ppt,date
Hillsborough Bay,8,27.8523998,-82.40930169,37,25.47,2008-07-01
Hillsborough Bay,73,27.82810019,-82.41310109,13.6,29.15,2008-07-01
Hillsborough Bay,52,27.8969993,-82.4382019,13.2,28.8,2008-07-01
Hillsborough Bay,55,27.84930029,-82.43139639,22,28.03,2008-07-01
Hillsborough Bay,70,27.9088993,-82.46320339,13.6,27.47,2008-07-01
Hillsborough Bay,71,27.8764991,-82.4138031,12.6,26.96,2008-07-01
Hillsborough Bay,6,27.8892993,-82.47740169,10,27.52,2008-07-01
Hillsborough Bay,7,27.85889999,-82.4685974,10.6,28.03,2008-07-01
Hillsborough Bay,80,27.80960079,-82.44599909,10.6,30.17,2008-07-01
Middle Tampa Bay,11,27.81290049,-82.478897,20.9,28.89,2008-07-01
Middle Tampa Bay,13,27.8118,-82.52320089,6.2,30.29,2008-07-01
Middle Tampa Bay,14,27.7779998,-82.5203018,7.4,30.87,2008-07-01
Middle Tampa Bay,19,27.6933994,-82.55590049,3.4,31.95,2008-07-01
Middle Tampa Bay,81,27.7812995,-82.4740982,10,30.43,2008-07-01
Middle Tampa Bay,16,27.7238006,-82.5337982,3.6,31.28,2008-07-01
Middle Tampa Bay,82,27.75110049,-82.5718002,3.7,30.25,2008-07-01
Middle Tampa Bay,28,27.70840069,-82.60919949,5.5,31.07,2008-07-01
Middle Tampa Bay,32,27.7931995,-82.5707015,7,31.03,2008-07-01
Middle Tampa Bay,33,27.8260993,-82.56749719,7,32.12,2008-07-01
Middle Tampa Bay,9,27.78650089,-82.4272003,11.6,30.24,2008-07-01
Middle Tampa Bay,84,27.72899999,-82.49870299,5.9,28.36,2008-07-01
Old Tampa Bay,47,27.97260089,-82.62020109,13.7,30.07,2008-07-01
Old Tampa Bay,63,27.9675998,-82.57599629,2.5,30.11,2008-07-01
Old Tampa Bay,38,27.8817996,-82.57749929,5.1,32.07,2008-07-01
Old Tampa Bay,66,27.92779919,-82.63970179,85.6,30.21,2008-07-01
Old Tampa Bay,40,27.9291,-82.58730309,5.8,31.01,2008-07-01
Old Tampa Bay,41,27.9374008,-82.5650024,4.9,30.65,2008-07-01
Old Tampa Bay,42,27.95280069,-82.6416015,25,30,2008-07-01
Old Tampa Bay,50,27.91850089,-82.5379028,4.9,31.03,2008-07-01
Old Tampa Bay,46,27.99040029,-82.65930169,21.5,28.61,2008-07-01
Old Tampa Bay,61,27.96870039,-82.56210319,22.3,28.23,2008-07-01
Old Tampa Bay,62,27.9699993,-82.57430259,12,28.69,2008-07-01
Old Tampa Bay,36,27.85580059,-82.55329889,4.7,31.96,2008-07-01
Old Tampa Bay,64,27.9794006,-82.6832962,56.5,28.97,2008-07-01
Old Tampa Bay,67,27.9001998,-82.59200279,7.5,31.48,2008-07-01
Old Tampa Bay,51,27.8901996,-82.54879759,3.3,31.61,2008-07-01
Old Tampa Bay,68,27.8519001,-82.58080289,7.1,32.12,2008-07-01
Old Tampa Bay,60,27.9899005,-82.63159939,18,29.93,2008-07-01
Old Tampa Bay,65,27.94560049,-82.6942977,92.8,29.77,2008-07-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.8,33.29,2008-07-01
Lower Tampa Bay,24,27.5883998,-82.6193008,4.2,33.48,2008-07-01
Lower Tampa Bay,25,27.66270059,-82.66789999,3.7,33.9,2008-07-01
Lower Tampa Bay,94,27.61000059,-82.78320309,3.1,35.85,2008-07-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.8,34.55,2008-07-01
Lower Tampa Bay,90,27.6259994,-82.5914993,3.7,33.44,2008-07-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.7,34.5,2008-07-01
Lower Tampa Bay,95,27.61120029,-82.69470209,4.6,35.32,2008-07-01
Lower Tampa Bay,96,27.6378002,-82.6910018,4.4,34.39,2008-07-01
Lower Tampa Bay,93,27.57889929,-82.74410239,1.8,36.01,2008-07-01
Hillsborough Bay,6,27.8892993,-82.47740169,22.5,23.69,2009-07-01
Hillsborough Bay,73,27.82810019,-82.41310109,58.7,22.67,2009-07-01
Hillsborough Bay,44,27.9237003,-82.4806976,15.3,22.38,2009-07-01
Hillsborough Bay,52,27.8969993,-82.4382019,95.2,24.16,2009-07-01
Hillsborough Bay,80,27.80960079,-82.44599909,27.9,23.95,2009-07-01
Hillsborough Bay,8,27.8523998,-82.40930169,18.9,12.33,2009-07-01
Hillsborough Bay,55,27.84930029,-82.43139639,20.8,24,2009-07-01
Hillsborough Bay,71,27.8764991,-82.4138031,37.3,20.04,2009-07-01
Hillsborough Bay,7,27.85889999,-82.4685974,13.5,23.28,2009-07-01
Hillsborough Bay,70,27.9088993,-82.46320339,13.7,22.63,2009-07-01
Middle Tampa Bay,11,27.81290049,-82.478897,8.9,25.53,2009-07-01
Middle Tampa Bay,13,27.8118,-82.52320089,6.4,27.75,2009-07-01
Middle Tampa Bay,28,27.70840069,-82.60919949,9,28.95,2009-07-01
Middle Tampa Bay,14,27.7779998,-82.5203018,8.3,28.19,2009-07-01
Middle Tampa Bay,16,27.7238006,-82.5337982,7.8,29.76,2009-07-01
Middle Tampa Bay,19,27.6933994,-82.55590049,7,30.12,2009-07-01
Middle Tampa Bay,81,27.7812995,-82.4740982,9.8,26.27,2009-07-01
Middle Tampa Bay,32,27.7931995,-82.5707015,4.4,28.77,2009-07-01
Middle Tampa Bay,33,27.8260993,-82.56749719,5.3,29.65,2009-07-01
Middle Tampa Bay,9,27.78650089,-82.4272003,12.4,24.88,2009-07-01
Middle Tampa Bay,82,27.75110049,-82.5718002,16.1,28.09,2009-07-01
Middle Tampa Bay,84,27.72899999,-82.49870299,20.8,26.27,2009-07-01
Old Tampa Bay,47,27.97260089,-82.62020109,16.7,27.62,2009-07-01
Old Tampa Bay,61,27.96870039,-82.56210319,42.4,19.22,2009-07-01
Old Tampa Bay,40,27.9291,-82.58730309,28.1,29,2009-07-01
Old Tampa Bay,50,27.91850089,-82.5379028,23.5,28.77,2009-07-01
Old Tampa Bay,36,27.85580059,-82.55329889,9,29.06,2009-07-01
Old Tampa Bay,51,27.8901996,-82.54879759,8.4,29.36,2009-07-01
Old Tampa Bay,38,27.8817996,-82.57749929,6.4,29.59,2009-07-01
Old Tampa Bay,65,27.94560049,-82.6942977,70.5,28.84,2009-07-01
Old Tampa Bay,41,27.9374008,-82.5650024,41.7,27.91,2009-07-01
Old Tampa Bay,68,27.8519001,-82.58080289,5.8,29.81,2009-07-01
Old Tampa Bay,62,27.9699993,-82.57430259,41.5,19.35,2009-07-01
Old Tampa Bay,67,27.9001998,-82.59200279,20.9,29.17,2009-07-01
Old Tampa Bay,46,27.99040029,-82.65930169,70.5,27.26,2009-07-01
Old Tampa Bay,63,27.9675998,-82.57599629,10.8,27.82,2009-07-01
Old Tampa Bay,64,27.9794006,-82.6832962,43.5,28.4,2009-07-01
Old Tampa Bay,42,27.95280069,-82.6416015,103.1,27.92,2009-07-01
Old Tampa Bay,66,27.92779919,-82.63970179,39.2,28.79,2009-07-01
Old Tampa Bay,60,27.9899005,-82.63159939,61.8,27.48,2009-07-01
Lower Tampa Bay,25,27.66270059,-82.66789999,5.6,31.85,2009-07-01
Lower Tampa Bay,94,27.61000059,-82.78320309,9.5,48.65,2009-07-01
Lower Tampa Bay,23,27.6660003,-82.59919729,10.4,29.11,2009-07-01
Lower Tampa Bay,24,27.5883998,-82.6193008,3.2,31.37,2009-07-01
Lower Tampa Bay,96,27.6378002,-82.6910018,5.2,33.12,2009-07-01
Lower Tampa Bay,91,27.62789909,-82.64150229,12.4,31.68,2009-07-01
Lower Tampa Bay,90,27.6259994,-82.5914993,13.2,31.61,2009-07-01
Lower Tampa Bay,93,27.57889929,-82.74410239,6.7,34.26,2009-07-01
Lower Tampa Bay,95,27.61120029,-82.69470209,12.1,32.8,2009-07-01
Lower Tampa Bay,92,27.5736999,-82.686798,10.8,33.01,2009-07-01
Hillsborough Bay,7,27.85889999,-82.4685974,7.9,23.3,2010-07-01
Hillsborough Bay,55,27.84930029,-82.43139639,4.8,23.71,2010-07-01
Hillsborough Bay,80,27.80960079,-82.44599909,10.4,25.36,2010-07-01
Hillsborough Bay,44,27.9237003,-82.4806976,8.1,21.69,2010-07-01
Hillsborough Bay,52,27.8969993,-82.4382019,17.4,25.2,2010-07-01
Hillsborough Bay,6,27.8892993,-82.47740169,7.9,22.74,2010-07-01
Hillsborough Bay,8,27.8523998,-82.40930169,19.8,22.6,2010-07-01
Hillsborough Bay,73,27.82810019,-82.41310109,6.6,24.42,2010-07-01
Hillsborough Bay,70,27.9088993,-82.46320339,8.3,22.31,2010-07-01
Hillsborough Bay,71,27.8764991,-82.4138031,24.8,22.88,2010-07-01
Middle Tampa Bay,14,27.7779998,-82.5203018,4.9,26.2,2010-07-01
Middle Tampa Bay,11,27.81290049,-82.478897,6.9,24.62,2010-07-01
Middle Tampa Bay,13,27.8118,-82.52320089,5.7,25.48,2010-07-01
Middle Tampa Bay,19,27.6933994,-82.55590049,5.3,27.72,2010-07-01
Middle Tampa Bay,32,27.7931995,-82.5707015,5.8,25.71,2010-07-01
Middle Tampa Bay,16,27.7238006,-82.5337982,5.1,27.28,2010-07-01
Middle Tampa Bay,33,27.8260993,-82.56749719,12.3,25.4,2010-07-01
Middle Tampa Bay,82,27.75110049,-82.5718002,9,26.86,2010-07-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.9,29.33,2010-07-01
Middle Tampa Bay,9,27.78650089,-82.4272003,12.1,25.42,2010-07-01
Middle Tampa Bay,84,27.72899999,-82.49870299,9.5,26.34,2010-07-01
Middle Tampa Bay,81,27.7812995,-82.4740982,3.9,25.69,2010-07-01
Old Tampa Bay,36,27.85580059,-82.55329889,19.3,25.12,2010-07-01
Old Tampa Bay,38,27.8817996,-82.57749929,10.7,24.69,2010-07-01
Old Tampa Bay,50,27.91850089,-82.5379028,12,24.4,2010-07-01
Old Tampa Bay,40,27.9291,-82.58730309,5.8,23.69,2010-07-01
Old Tampa Bay,68,27.8519001,-82.58080289,15.2,24.91,2010-07-01
Old Tampa Bay,41,27.9374008,-82.5650024,7.2,23.83,2010-07-01
Old Tampa Bay,42,27.95280069,-82.6416015,9.6,22,2010-07-01
Old Tampa Bay,66,27.92779919,-82.63970179,8.4,22.16,2010-07-01
Old Tampa Bay,46,27.99040029,-82.65930169,14.9,18.13,2010-07-01
Old Tampa Bay,61,27.96870039,-82.56210319,17.2,21.41,2010-07-01
Old Tampa Bay,51,27.8901996,-82.54879759,20.3,24.83,2010-07-01
Old Tampa Bay,62,27.9699993,-82.57430259,18.7,18.9,2010-07-01
Old Tampa Bay,63,27.9675998,-82.57599629,6.8,23.14,2010-07-01
Old Tampa Bay,64,27.9794006,-82.6832962,15.7,14.05,2010-07-01
Old Tampa Bay,67,27.9001998,-82.59200279,10.9,24.26,2010-07-01
Old Tampa Bay,60,27.9899005,-82.63159939,7.9,21.95,2010-07-01
Old Tampa Bay,47,27.97260089,-82.62020109,9.6,22.15,2010-07-01
Old Tampa Bay,65,27.94560049,-82.6942977,7.6,20.83,2010-07-01
Lower Tampa Bay,25,27.66270059,-82.66789999,5.1,30.8,2010-07-01
Lower Tampa Bay,92,27.5736999,-82.686798,1.3,33.13,2010-07-01
Lower Tampa Bay,93,27.57889929,-82.74410239,1.5,34.08,2010-07-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.8,31.21,2010-07-01
Lower Tampa Bay,24,27.5883998,-82.6193008,6.1,31.23,2010-07-01
Lower Tampa Bay,95,27.61120029,-82.69470209,2.4,33.57,2010-07-01
Lower Tampa Bay,90,27.6259994,-82.5914993,3.6,30.33,2010-07-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2.5,32.39,2010-07-01
Lower Tampa Bay,96,27.6378002,-82.6910018,3.1,31.6,2010-07-01
Lower Tampa Bay,94,27.61000059,-82.78320309,1.6,33.86,2010-07-01
Hillsborough Bay,80,27.80960079,-82.44599909,7.3,27.78,2011-07-01
Hillsborough Bay,44,27.9237003,-82.4806976,6.2,22.57,2011-07-01
Hillsborough Bay,71,27.8764991,-82.4138031,13.6,25.56,2011-07-01
Hillsborough Bay,70,27.9088993,-82.46320339,23.4,23.43,2011-07-01
Hillsborough Bay,8,27.8523998,-82.40930169,13.3,25.73,2011-07-01
Hillsborough Bay,6,27.8892993,-82.47740169,12.9,23.61,2011-07-01
Hillsborough Bay,73,27.82810019,-82.41310109,5.7,27.51,2011-07-01
Hillsborough Bay,52,27.8969993,-82.4382019,8,26.75,2011-07-01
Hillsborough Bay,55,27.84930029,-82.43139639,24.3,27.07,2011-07-01
Hillsborough Bay,7,27.85889999,-82.4685974,8.5,25.39,2011-07-01
Middle Tampa Bay,11,27.81290049,-82.478897,4.3,27.35,2011-07-01
Middle Tampa Bay,28,27.70840069,-82.60919949,7.3,31.14,2011-07-01
Middle Tampa Bay,13,27.8118,-82.52320089,3.1,28.28,2011-07-01
Middle Tampa Bay,32,27.7931995,-82.5707015,14.1,28.26,2011-07-01
Middle Tampa Bay,14,27.7779998,-82.5203018,4.4,28.84,2011-07-01
Middle Tampa Bay,16,27.7238006,-82.5337982,8.2,31.16,2011-07-01
Middle Tampa Bay,19,27.6933994,-82.55590049,10.7,31.81,2011-07-01
Middle Tampa Bay,33,27.8260993,-82.56749719,14.1,27.69,2011-07-01
Middle Tampa Bay,81,27.7812995,-82.4740982,5.8,28.34,2011-07-01
Middle Tampa Bay,82,27.75110049,-82.5718002,7.6,28.72,2011-07-01
Middle Tampa Bay,9,27.78650089,-82.4272003,7.6,27.88,2011-07-01
Middle Tampa Bay,84,27.72899999,-82.49870299,8.9,29.16,2011-07-01
Old Tampa Bay,42,27.95280069,-82.6416015,26.8,25.48,2011-07-01
Old Tampa Bay,66,27.92779919,-82.63970179,23.7,25.68,2011-07-01
Old Tampa Bay,40,27.9291,-82.58730309,16.9,26.12,2011-07-01
Old Tampa Bay,36,27.85580059,-82.55329889,14.1,27.71,2011-07-01
Old Tampa Bay,38,27.8817996,-82.57749929,20.1,26.41,2011-07-01
Old Tampa Bay,63,27.9675998,-82.57599629,22.9,26.39,2011-07-01
Old Tampa Bay,51,27.8901996,-82.54879759,12.3,27.69,2011-07-01
Old Tampa Bay,60,27.9899005,-82.63159939,17.5,26.04,2011-07-01
Old Tampa Bay,67,27.9001998,-82.59200279,20.3,26.1,2011-07-01
Old Tampa Bay,61,27.96870039,-82.56210319,33.1,24.83,2011-07-01
Old Tampa Bay,47,27.97260089,-82.62020109,19.8,25.97,2011-07-01
Old Tampa Bay,46,27.99040029,-82.65930169,11.6,25.46,2011-07-01
Old Tampa Bay,41,27.9374008,-82.5650024,13.6,26.75,2011-07-01
Old Tampa Bay,64,27.9794006,-82.6832962,14.4,24.55,2011-07-01
Old Tampa Bay,68,27.8519001,-82.58080289,24.4,26.84,2011-07-01
Old Tampa Bay,65,27.94560049,-82.6942977,17.1,23.85,2011-07-01
Old Tampa Bay,62,27.9699993,-82.57430259,27.2,23.42,2011-07-01
Old Tampa Bay,50,27.91850089,-82.5379028,13.2,27.19,2011-07-01
Lower Tampa Bay,24,27.5883998,-82.6193008,9.8,32.84,2011-07-01
Lower Tampa Bay,23,27.6660003,-82.59919729,8.4,33.76,2011-07-01
Lower Tampa Bay,25,27.66270059,-82.66789999,7.5,32.91,2011-07-01
Lower Tampa Bay,93,27.57889929,-82.74410239,3.1,35.69,2011-07-01
Lower Tampa Bay,94,27.61000059,-82.78320309,3.1,35.84,2011-07-01
Lower Tampa Bay,91,27.62789909,-82.64150229,4.8,34.96,2011-07-01
Lower Tampa Bay,95,27.61120029,-82.69470209,3.3,35.33,2011-07-01
Lower Tampa Bay,92,27.5736999,-82.686798,3.1,35.84,2011-07-01
Lower Tampa Bay,96,27.6378002,-82.6910018,6.5,34.33,2011-07-01
Lower Tampa Bay,90,27.6259994,-82.5914993,10.4,32.78,2011-07-01
Hillsborough Bay,8,27.8523998,-82.40930169,36.4,20.86,2012-07-01
Hillsborough Bay,44,27.9237003,-82.4806976,22.7,19.02,2012-07-01
Hillsborough Bay,52,27.8969993,-82.4382019,22.5,24.29,2012-07-01
Hillsborough Bay,55,27.84930029,-82.43139639,14.2,21.36,2012-07-01
Hillsborough Bay,80,27.80960079,-82.44599909,11.4,24.67,2012-07-01
Hillsborough Bay,73,27.82810019,-82.41310109,9.1,25.4,2012-07-01
Hillsborough Bay,7,27.85889999,-82.4685974,16,21.74,2012-07-01
Hillsborough Bay,70,27.9088993,-82.46320339,21,22.08,2012-07-01
Hillsborough Bay,6,27.8892993,-82.47740169,24.6,20.33,2012-07-01
Hillsborough Bay,71,27.8764991,-82.4138031,18.4,23.44,2012-07-01
Middle Tampa Bay,11,27.81290049,-82.478897,9.5,25.19,2012-07-01
Middle Tampa Bay,28,27.70840069,-82.60919949,8.7,30.23,2012-07-01
Middle Tampa Bay,13,27.8118,-82.52320089,5.5,25.78,2012-07-01
Middle Tampa Bay,14,27.7779998,-82.5203018,8.7,27.5,2012-07-01
Middle Tampa Bay,16,27.7238006,-82.5337982,5.4,28.48,2012-07-01
Middle Tampa Bay,19,27.6933994,-82.55590049,5.9,29.64,2012-07-01
Middle Tampa Bay,32,27.7931995,-82.5707015,8,27.36,2012-07-01
Middle Tampa Bay,33,27.8260993,-82.56749719,24,28.22,2012-07-01
Middle Tampa Bay,82,27.75110049,-82.5718002,6.8,28.56,2012-07-01
Middle Tampa Bay,84,27.72899999,-82.49870299,6.3,26.89,2012-07-01
Middle Tampa Bay,81,27.7812995,-82.4740982,6.4,27.01,2012-07-01
Middle Tampa Bay,9,27.78650089,-82.4272003,9.4,26.15,2012-07-01
Old Tampa Bay,67,27.9001998,-82.59200279,8.2,26.31,2012-07-01
Old Tampa Bay,46,27.99040029,-82.65930169,10.7,22.48,2012-07-01
Old Tampa Bay,51,27.8901996,-82.54879759,9.2,25.44,2012-07-01
Old Tampa Bay,65,27.94560049,-82.6942977,5.2,23.51,2012-07-01
Old Tampa Bay,41,27.9374008,-82.5650024,5.9,23.67,2012-07-01
Old Tampa Bay,66,27.92779919,-82.63970179,8.6,23.4,2012-07-01
Old Tampa Bay,42,27.95280069,-82.6416015,7.7,22.83,2012-07-01
Old Tampa Bay,60,27.9899005,-82.63159939,4.7,22.97,2012-07-01
Old Tampa Bay,36,27.85580059,-82.55329889,6.8,27.36,2012-07-01
Old Tampa Bay,47,27.97260089,-82.62020109,5.1,22.89,2012-07-01
Old Tampa Bay,68,27.8519001,-82.58080289,6,27.94,2012-07-01
Old Tampa Bay,38,27.8817996,-82.57749929,9.2,27.24,2012-07-01
Old Tampa Bay,40,27.9291,-82.58730309,8.9,24.31,2012-07-01
Old Tampa Bay,61,27.96870039,-82.56210319,13.7,17.1,2012-07-01
Old Tampa Bay,62,27.9699993,-82.57430259,14.1,16.69,2012-07-01
Old Tampa Bay,63,27.9675998,-82.57599629,6.5,23.1,2012-07-01
Old Tampa Bay,64,27.9794006,-82.6832962,6,22.84,2012-07-01
Old Tampa Bay,50,27.91850089,-82.5379028,6.6,24.46,2012-07-01
Lower Tampa Bay,23,27.6660003,-82.59919729,5.6,31.85,2012-07-01
Lower Tampa Bay,24,27.5883998,-82.6193008,7,30.21,2012-07-01
Lower Tampa Bay,25,27.66270059,-82.66789999,6.8,30.65,2012-07-01
Lower Tampa Bay,93,27.57889929,-82.74410239,5,34.51,2012-07-01
Lower Tampa Bay,91,27.62789909,-82.64150229,5,33.47,2012-07-01
Lower Tampa Bay,95,27.61120029,-82.69470209,5,34.21,2012-07-01
Lower Tampa Bay,90,27.6259994,-82.5914993,8.3,31.17,2012-07-01
Lower Tampa Bay,92,27.5736999,-82.686798,4.2,34.51,2012-07-01
Lower Tampa Bay,94,27.61000059,-82.78320309,4.3,34.35,2012-07-01
Lower Tampa Bay,96,27.6378002,-82.6910018,8.7,31.46,2012-07-01
Hillsborough Bay,44,27.9237003,-82.4806976,27,11.6,1974-08-01
Hillsborough Bay,55,27.84930029,-82.43139639,13,15.9,1974-08-01
Hillsborough Bay,70,27.9088993,-82.46320339,25,12,1974-08-01
Hillsborough Bay,71,27.8764991,-82.4138031,29,14.6,1974-08-01
Hillsborough Bay,6,27.8892993,-82.47740169,18,13.9,1974-08-01
Hillsborough Bay,52,27.8969993,-82.4382019,20,15.2,1974-08-01
Hillsborough Bay,73,27.82810019,-82.41310109,22,16.1,1974-08-01
Hillsborough Bay,80,27.80960079,-82.44599909,10,15.8,1974-08-01
Hillsborough Bay,7,27.85889999,-82.4685974,20,14,1974-08-01
Hillsborough Bay,8,27.8523998,-82.40930169,25,15.2,1974-08-01
Middle Tampa Bay,11,27.81290049,-82.478897,24,15.5,1974-08-01
Middle Tampa Bay,13,27.8118,-82.52320089,25,18,1974-08-01
Middle Tampa Bay,32,27.7931995,-82.5707015,20,18.6,1974-08-01
Middle Tampa Bay,14,27.7779998,-82.5203018,14,19,1974-08-01
Middle Tampa Bay,19,27.6933994,-82.55590049,2.4,21.6,1974-08-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.4,20.1,1974-08-01
Middle Tampa Bay,28,27.70840069,-82.60919949,19,22.8,1974-08-01
Middle Tampa Bay,84,27.72899999,-82.49870299,3,16.2,1974-08-01
Middle Tampa Bay,81,27.7812995,-82.4740982,10,18.3,1974-08-01
Middle Tampa Bay,9,27.78650089,-82.4272003,8,18.5,1974-08-01
Middle Tampa Bay,82,27.75110049,-82.5718002,66,15.8,1974-08-01
Old Tampa Bay,36,27.85580059,-82.55329889,19,18.6,1974-08-01
Old Tampa Bay,63,27.9675998,-82.57599629,6,17.8,1974-08-01
Old Tampa Bay,51,27.8901996,-82.54879759,12,18.8,1974-08-01
Old Tampa Bay,40,27.9291,-82.58730309,24,18.3,1974-08-01
Old Tampa Bay,41,27.9374008,-82.5650024,15,18,1974-08-01
Old Tampa Bay,66,27.92779919,-82.63970179,81,17.1,1974-08-01
Old Tampa Bay,47,27.97260089,-82.62020109,14,17.2,1974-08-01
Old Tampa Bay,65,27.94560049,-82.6942977,5,17,1974-08-01
Old Tampa Bay,46,27.99040029,-82.65930169,15,17.3,1974-08-01
Old Tampa Bay,50,27.91850089,-82.5379028,19,19,1974-08-01
Old Tampa Bay,38,27.8817996,-82.57749929,22,18.6,1974-08-01
Old Tampa Bay,64,27.9794006,-82.6832962,34,17.3,1974-08-01
Old Tampa Bay,68,27.8519001,-82.58080289,13,18,1974-08-01
Old Tampa Bay,67,27.9001998,-82.59200279,28,17.8,1974-08-01
Old Tampa Bay,62,27.9699993,-82.57430259,4,15.8,1974-08-01
Old Tampa Bay,60,27.9899005,-82.63159939,2.4,16.5,1974-08-01
Lower Tampa Bay,23,27.6660003,-82.59919729,7,25.2,1974-08-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.4,25.5,1974-08-01
Lower Tampa Bay,25,27.66270059,-82.66789999,11,23.6,1974-08-01
Lower Tampa Bay,96,27.6378002,-82.6910018,17,25,1974-08-01
Lower Tampa Bay,94,27.61000059,-82.78320309,16,29.3,1974-08-01
Lower Tampa Bay,93,27.57889929,-82.74410239,17,27.9,1974-08-01
Lower Tampa Bay,95,27.61120029,-82.69470209,10,27,1974-08-01
Lower Tampa Bay,92,27.5736999,-82.686798,9,27.2,1974-08-01
Lower Tampa Bay,90,27.6259994,-82.5914993,4,24.9,1974-08-01
Lower Tampa Bay,91,27.62789909,-82.64150229,10,25.7,1974-08-01
Hillsborough Bay,44,27.9237003,-82.4806976,29,15.1,1975-08-01
Hillsborough Bay,55,27.84930029,-82.43139639,40,22.6,1975-08-01
Hillsborough Bay,52,27.8969993,-82.4382019,42,17.2,1975-08-01
Hillsborough Bay,6,27.8892993,-82.47740169,66,19.9,1975-08-01
Hillsborough Bay,7,27.85889999,-82.4685974,33,19.2,1975-08-01
Hillsborough Bay,80,27.80960079,-82.44599909,27,22,1975-08-01
Hillsborough Bay,8,27.8523998,-82.40930169,59,19.2,1975-08-01
Hillsborough Bay,70,27.9088993,-82.46320339,29,18.6,1975-08-01
Hillsborough Bay,73,27.82810019,-82.41310109,39,19.9,1975-08-01
Hillsborough Bay,71,27.8764991,-82.4138031,39,18.6,1975-08-01
Middle Tampa Bay,11,27.81290049,-82.478897,21,22.6,1975-08-01
Middle Tampa Bay,13,27.8118,-82.52320089,19,24.1,1975-08-01
Middle Tampa Bay,28,27.70840069,-82.60919949,8,24.8,1975-08-01
Middle Tampa Bay,14,27.7779998,-82.5203018,10,24.8,1975-08-01
Middle Tampa Bay,33,27.8260993,-82.56749719,16,24.8,1975-08-01
Middle Tampa Bay,16,27.7238006,-82.5337982,6,26.3,1975-08-01
Middle Tampa Bay,84,27.72899999,-82.49870299,21,24.1,1975-08-01
Middle Tampa Bay,19,27.6933994,-82.55590049,4,28.4,1975-08-01
Middle Tampa Bay,81,27.7812995,-82.4740982,16,22,1975-08-01
Middle Tampa Bay,32,27.7931995,-82.5707015,16,24.8,1975-08-01
Middle Tampa Bay,82,27.75110049,-82.5718002,11,24.8,1975-08-01
Middle Tampa Bay,9,27.78650089,-82.4272003,23,22.6,1975-08-01
Old Tampa Bay,68,27.8519001,-82.58080289,20,24.8,1975-08-01
Old Tampa Bay,64,27.9794006,-82.6832962,28,24.1,1975-08-01
Old Tampa Bay,62,27.9699993,-82.57430259,29,22.7,1975-08-01
Old Tampa Bay,38,27.8817996,-82.57749929,18,24.8,1975-08-01
Old Tampa Bay,51,27.8901996,-82.54879759,18,24.3,1975-08-01
Old Tampa Bay,40,27.9291,-82.58730309,18,24.8,1975-08-01
Old Tampa Bay,41,27.9374008,-82.5650024,12,24.8,1975-08-01
Old Tampa Bay,67,27.9001998,-82.59200279,21,24.8,1975-08-01
Old Tampa Bay,60,27.9899005,-82.63159939,15,24.1,1975-08-01
Old Tampa Bay,63,27.9675998,-82.57599629,10,24.8,1975-08-01
Old Tampa Bay,47,27.97260089,-82.62020109,8,24.8,1975-08-01
Old Tampa Bay,65,27.94560049,-82.6942977,36,23.4,1975-08-01
Old Tampa Bay,36,27.85580059,-82.55329889,18,24.8,1975-08-01
Old Tampa Bay,50,27.91850089,-82.5379028,12,24.8,1975-08-01
Old Tampa Bay,46,27.99040029,-82.65930169,53,24.1,1975-08-01
Old Tampa Bay,66,27.92779919,-82.63970179,28,24.1,1975-08-01
Lower Tampa Bay,23,27.6660003,-82.59919729,10,28.4,1975-08-01
Lower Tampa Bay,24,27.5883998,-82.6193008,5,29.9,1975-08-01
Lower Tampa Bay,25,27.66270059,-82.66789999,8,28.4,1975-08-01
Lower Tampa Bay,95,27.61120029,-82.69470209,4,31.3,1975-08-01
Lower Tampa Bay,96,27.6378002,-82.6910018,8,30.6,1975-08-01
Lower Tampa Bay,92,27.5736999,-82.686798,9,28.4,1975-08-01
Lower Tampa Bay,94,27.61000059,-82.78320309,3,33.5,1975-08-01
Lower Tampa Bay,91,27.62789909,-82.64150229,5,29.9,1975-08-01
Lower Tampa Bay,93,27.57889929,-82.74410239,5,33.5,1975-08-01
Lower Tampa Bay,90,27.6259994,-82.5914993,4,29.1,1975-08-01
Middle Tampa Bay,13,27.8118,-82.52320089,12.4,23.5,1976-08-01
Middle Tampa Bay,28,27.70840069,-82.60919949,16.2,28.4,1976-08-01
Middle Tampa Bay,16,27.7238006,-82.5337982,5.2,28.4,1976-08-01
Middle Tampa Bay,19,27.6933994,-82.55590049,6.3,29.8,1976-08-01
Middle Tampa Bay,32,27.7931995,-82.5707015,10.1,24.2,1976-08-01
Middle Tampa Bay,33,27.8260993,-82.56749719,12.2,24.8,1976-08-01
Middle Tampa Bay,82,27.75110049,-82.5718002,8.8,25.5,1976-08-01
Middle Tampa Bay,84,27.72899999,-82.49870299,7.8,27.7,1976-08-01
